label	tweet
n	"RT @name: Ich bin ganz sicher, er lässt darüber nachdenken. Denn so könnte er seinen Kampf gegen Syrien nach ""Berlin"" verlegen und beim Bombardement aus Versehen ""Moskau"" treffen. http://"
n	"RT @name: Ich bin immer wieder beeindruckt ..
""Wahrscheinlich überlegen die jetzt im Senat, welchen armen und als Antisemit gedemütigten Islamisten sie jetzt zum Ausgleich mit einem Orden behängen oder in Regierungsfunktion bringen können.""
via Erol Özkaraca
http:// http://"
n	RT @name: Ich brauche mal wieder eure Followerpower! <3 Ich habe die letzten Tage des antisemitischen Hasses in Deutschland analysiert. Bitte teilen, was das Zeug hält. :) http://
n	"RT @name: Ich empfehle Deutschen, die das Wort ""deutsch"" nicht ohne Würgereiz über die Lippen bekommen immer gerne ein Auslandssemester in Neukölln. #KatjaRiemann #Farbenbekennen http://"
n	RT @name: Ich gebe zu, ich schere mehr und mehr all diese Figuren über einen Kamm, denn die Verantwortlichen für diese täglichen Eskalationen ungeahnter Gewalt gegen Bürger in #Deutschland, verhandeln für sich wichtigeres: die Automation höherer Bezüge im BT. Und das macht mich wütend. http://
p	RT @name: Ich gratuliere der @name zu einem neuen Rekord in Sachen #Fahrgastverarsche - ich hatte drei mögliche Züge für einen dringenden Anschluss - NICHT EINER davon hat den Bahnhof auch nur annähernd planmäßig verlassen. Ich putze mir jetzt mit eurem Fahrplan den Arsch ab! 🚆🔫
n	RT @name: Ich habe da so einen Verdacht... Frau Kahane weilt nicht mehr unter uns und wird nun von Jürgen Prochnow mit roter Perücke gespielt. Schauen Sie mal ganz genau hin - das müssen doch noch mehr Menschen erkennen! Das sieht man doch! http://
n	RT @name: ich habe gerade nach einem bestimmten Fall gegoogelt... Stichwort : *alte Frau überfallen * unfassbar sind die massenhaften Einträge nur von den letzten Tagen... es wird immer schlimmer, ein Auszug http://
n	RT @name: Ich habe, hier auf Twitter (werde es nicht verlinken) die Nahaufnahme des Todeskampfs eines sterbenden Terroristen gesehen. Er hatte Sprengstoffgürtel umgebunden. Messer fiel ihm aus der Hand. Mein erster Gedanke: Welche Ideologie bewegt einen Menschen, sein Leben so wegzuwerfen?
p	RT @name: Ich heul hier Rotz und Wasser. Und ich kann nicht in Worte fassen, was ich diesem Dreckschwein wünsche. http://
n	RT @name: Ich hätte Schulz mit Louis de Funes vergleichen http://
n	RT @name: Ich höre keine Aufschreie der Empörung seitens der Etablierten, komisch 🤔 http://
n	RT @name: Ich kann nur gratulieren ,wenn das mit dem Fahrplan der DB gelingt.Schon mit Zeitungspapier in der Nachkriegszeit erforderte dies eine gewisse Erfahrung. http://
n	"RT @name: Ich lade alle Befürworter des Familiennachzuges und ""Refugees Welcome Rufer"" sowie alle,die für unkontrollierte Einwanderung sind,ein, eine Nachtschicht mit mir im Rettungsdienst in NRW zu machen.Freiwillige vor.Labern alleine reicht nicht. An die Front,um mitreden zu können."
n	RT @name: Ich sehe es als kleine österreichische Revolution das die #FPÖ in einer Regierung sitzt, diese Revolution soll jetzt nach D überschwappen, wir können die Wende schaffen, daran arbeiten hunderttausende #Patrioten aus beiden Ländern! #AfD #Brexit #StopIslam #StopAsyl http://
n	"RT @name: Ich sehe noch viel, viel mehr Gedankengut Hitlers in den linksgrünen und #GroKo Parteien.

Da wird man täglich mit konfrontiert und schüttelt nur den Kopf.

Die 🇩🇪 Gutmenschen übersehen es geflissentlich wie sie es schon einmal zur Machtergreifung Hitlers getan haben http://"
p	RT @name: Ich spucke auf ihn..... http://
n	"RT @name: Ich werde im anonymen Netz von Menschen entfolgt, weil ich zu meiner ach so ""rechten"", ach so menschenverachtenden Meinung stehe. Weil ich die #AfD wähle. Ich nenne das die Doppelmoral der #Entmenschlichung. Sie reduzieren mich auf ein Thema und etwas jenseits der Menschlichkeit."
n	RT @name: Ich wollte das erst nicht retweeten, weil ich es nicht zuordnen konnte, inzwischen berichten aber mehrere Zeitungen darüber und zitieren Polizeiberichte: Kameruner in Unterhose tritt in Nürnberg eine ihm unbekannte 73jährige lebensgefährlich zusammen. http://
n	RT @name: identität unklar? komisch, die werden doch alle sorgfältig erkennungsdienstlich behandelt. fingerprints, fotos, reisepässe usw........... http://
n	RT @name: Ihr lasst eich alle zu viel an nase herum führn wer hat gesagt deutschh muss gut sein nur Schrift alles buchstaben alles was sein muss Herz für deutsche vater Land 🇰🇷
n	RT @name: Immer wieder fragt sich der geneigte Beobachter, warum die Altgedienten so eine fast schon panische Angst vor der AfD haben. Darauf wurden viele Antworten gegeben. Doch es gäbe noch eine andere, vielleicht viel naheliegendere, denkt Jürgen Fritz. http://
n	"RT @name: In #Koeln sollen nicht nur Gummibänder vor sexuellen Übergriffe schützen, sondern auch ""Fürchtet euch nicht"" Aufkleber vor islamistischen Anschlägen. 🤯#Betonpoller #MerkelLand http://"
n	"RT @name: In #Nürnberg prügelte ein #Afrikaner eine 73-jährige Frau nieder – auf der Straße – aus dem Nichts. Ein besonders eindringliches Vorzeichen der kommenden Kriege in #Europa… #asyl #MerkelMussWeg @news

http://"
n	RT @name: In #Wismar wurde eine Siebenjährige durch ein Duo belästigt, festgehalten und ausgeraubt. Täter hatten „leicht gebräunte Haut“ Täterherkunft liegt dennoch nicht vor. http:// http://
n	"RT @name: In 125 Jahren um die Welt? Das geht – Ellen #Kositza hat die Reisedetails. Außerdem: @name hilft – und zwei Finnen zeigen via #Lucify, wie Sie jeden ""Flüchtlingskrise""-Dummschwätzer in die Tasche stecken!
http://"
n	"RT @name: In Berlin werden Menschen in Serie niedergestochen. Israelis würden sagen ""Messer-Jihad"". In Deutschland sind die Angriffe auch nach ein paar Tausenden noch ""bedauerliche Einzelfälle"".
http://"
n	"RT @name: In den letzten Wochen wurde viel über die Polizeiakademie gesprochen - Wir haben mal nem Ausbilder die Chance gegeben, die Wahrheit zu erzählen: (...) Die Anzahl derjenigen, deren erbrachte Leistung der Note 6 entspricht, verneunfachte sich bis 2016 (...)
http://"
n	"RT @name: In drei Tagen:

Bitte weiterbreiten und zahlreich erscheinen. http://"
n	RT @name: In einem Land, in dem sich ein #Abgeordneter entschuldigen muss, wenn er seine Stimme einer demokratisch gewählten Partei im selben #Parlament gibt, hat die #Demokratie ein Problem. http://
n	RT @name: In Niederbayern - Verschreibungspflichtige Medikamente gegen sexuelle Dienste: Ermittlungen gegen Arzt eingeleitet http://
n	RT @name: In Prag: Europas Rechtspopulisten fordern Ende der EU http://
n	RT @name: Ines Laufer veröffentliche auf f+f einen sehr fundierten Artikel über Immigrantenkriminaliät. f+f hat den Artikel inzwischen gelöscht, womit hunderte Verlinkungen dorthin obsolet sind. Auf Facebook wurden viele für das Einstellen gesperrt. Hier ist er. http://
p	RT @name: Instagram übersetzt „Türkei“ mit „Ich bin ein Arschloch“ @news http://
n	RT @name: Integration: Die Gutmenschen und die dunklen Seiten des Islam. http:// via @news
n	"RT @name: Interessante Darstellung des Kommunikationsproblems mit sog. ""Gutmenschen"".
🤔☝🏻

http://"
n	"RT @name: Interessante neue Info-Plattform, finanziert von Red Bull-Mateschitz:
http://
http://"
n	"RT @name: Ist das nicht toll ab 2018 steigen die KFZ-Steuern! Mmm stimmt das Geld muss ja wieder rein, die Politiker haben ja Ihre Gehalt erhöht. Die DE müssen wieder mehr Abdrücken, alles wegen der Umwelt(Haha) Läuft #CDU #SPD #FDP #Grüne !
#AfD #Europa #Deutschland #Merkel http://"
n	"RT @name: Ist das von Facebook gelöschte Posting ein ""Angriff wegen Geschlechtsidentität"" oder eine wissenschaftliche Tatsache? http://"
n	RT @name: Ja, wirklich Zeit zum Handeln. http://
n	RT @name: Jup, Rechtsstaat in Gefahr - der Europäische Rat tagt nämlich. #EUCO http://
n	"RT @name: Justiz will Drogen-Bitcoins zu Geld machen
http://"
n	RT @name: Kann man Islamisten, Berufslinken oder Moralhysterikern so etwas wie Empathie beibringen? Ich würde wirklich gern wissen, wie man das machen sollte. Wie spricht man mit jemandem, der Andersdenkende kaum als Menschen akzeptiert, geschweige denn als gleichwertig vernunftbegabt?
n	"RT @name: Katholische Gutmenschen kleben auf Poller vor Kölner Dom das Motto: ""Fürchtet euch nicht!"" http:// #Köln #Dom #Domradio #Gutmenschen #katholisch #Merkelsperren"
n	RT @name: Katholischer Kindergarten (Stuttgart) verzichtet wegen 3 Muselkindern auf Weihnachtsfeier! Ja, zum Donnerwetter! Geht's noch?
n	"RT @name: Katja Riemann und der Rassismus: ""Die Vorstellung, in Deutschland lebten nur Deutsche, ist unerträglich"" http:// #Chebli #Riemann #Rassismus"
n	RT @name: Katja Riemann: „Die Vorstellung, in Deutschland lebten nur Deutsche, ist unerträglich“ Antideutsch agieren und darüber den eigenen #Rassismus offenbaren würde ich das nennen. Aber was weiß ich schon.. http://
n	"RT @name: Kaum zu glauben: Im rotrotgrünen Berlin wurde ein saudischer Hassprediger durch OB Müller mit dem Landesverdienstorden ausgezeichnet!
Natürlich hat das nichts mit nichts zu tun!
http://"
n	"RT @name: Kein Stück Mitleid für dieses Mädchen(Kotz). Ich hoffe #Irak gibt sie nicht frei!

IS-Mädchen Linda an deutsche Behörden- Ihr dreckigen Hunde – es werden noch viele Anschläge folgen.
#Europa #AfD #Merkel #Terror #Sicherheit #Deutschland #Linda #IS #Asylpolitik http://"
n	RT @name: Keine unkontrollierte und ungeprüfte Einwanderung ohne Papiere: Vertrat Friedensnobelpreisträger #Obama 2005 Positionen, die jetzt bei #Trump oder der #AfD zu hören sind? 🤔 http://
n	RT @name: Keine Weihnachtsmärkte, keine Karnevalsumzüge, keine Konzerte mehr ohne Poller. Die Terrorgefahr verschwindet nicht von allein. Wir müssen Terroristen aktiv bekämpfen! http://
n	RT @name: Keine Winterpause: Nach Spanien fliehen so viele Migranten wie seit zehn Jahren nicht mehr. Grund für den Zustrom sei u.a. auch das milde Wetter. Mom, was? http://
n	RT @name: Kern würde Macht abgeben - via GMX http://
n	"RT @name: Kind in Ärztehaus missbraucht - Polizei hält Täterbeschreibung zurück
http://
via http://
In einem Land , in dem wir einst einmal gut und gerne lebten !"
n	RT @name: Klar steigen die steuern weil diese idiotische Dobrindt Maut finanziert werden musss die den Autofahrer angeblich nichts kostet und weil die ganzen Merkelschen Wirtschaftsnomaden ihr teil fordern- UNFÄHIGE VOLKSVERRÄTER http://
n	RT @name: Klassenbuch verbrannt, Türen eingetreten, Prügeleien – Lehrer fordern Re... http:// #bunt #weltoffen #Haltung #MerkelRegime
n	RT @name: Klassenbuch verbrannt, Türen eingetreten, Prügeleien – Lehrer fordern Reaktionen der Politiker http://
n	"RT @name: Koalition in Österreich geglückt: ÖVP und FPÖ einigen sich auf Regierungsabkommen
http:// http://"
n	RT @name: Komisch, knapp 20 Jahre später klingt @name ganz anders. Gehirnwäsche? http://
n	RT @name: Kontoauszüge holen, von ihren Nebentätigkeiten als Lobbyisten! Chemie, Auto, Pharma... alles was 💰bringt! http://
p	RT @name: Korn-Cola Trinker sind Schwule Hartz 4 Dorf Hurensöhne
n	RT @name: korrektur gelesen :-) http://
n	RT @name: Krefeld. Der Rentner, den die Polizei am Freitag tot in seinem Haus gefunden hat, ist Opfer eines Verbrechens geworden. Die Obduktion ergab, dass massive Gewalt die Todesursache war. http:// via @news
n	RT @name: Künftige Regierung wahrscheinlich letzte Chance für ein Österreich, wie wir es kennen http://
n	"RT @name: Landauf, landab ähnliche Klagen....
Das Vertrauen in unseren Rechtsstaat wird Schritt um Schritt ausgehöhlt..... http://"
n	RT @name: Liebe Leute ,ich habe zu diesem Text meine Meinung geschrieben und gesagt was die Muslimischen Länder mit uns tun würden,wen man bedenkt ,dass alleine der Bibelbesitz  in Saudi-Arabien strafbar ist.Wegen der Wahrheit wurde ich von Twitterzensur für mehrere Stunden gesperrt. http://
n	RT @name: Lind W. aus Pulsnitz. http://
n	"RT @name: Linda Wenzel sollte keinen Fuß mehr auf deutschen Boden setzen dürfen.

Sie gehörte der Frauenbrigade des IS und agierte zu dem als Sniper (Scharfschützin). http://"
n	RT @name: LKW- und Taxifahrer geben zukünftig der Polizei Hinweise. Vermutlich erst der Anfang: Demnächst informieren Pfandflaschenannahmen über die Rentensituation. 👎http:// http://
n	RT @name: Lliebe Follower, bitte Tweets und Account melden  http://
n	RT @name: Lügenpropaganda vom #Volk mit erpressten #Zwangsabgaben finanziert. #ARD #ZDF abschalten http://
n	"RT @name: Maaßen: Überwachung von Islamisten hat Grenzen – Anschlag jederzeit möglich

Es gibt also keinen Schutz...

http://"
n	RT @name: Mal ehrlich: jetzt der Tony Holiday, nach einer langen Reihe von Lungenerkrankten - gibt es da nicht ein Zusammenhang mit dem, was die da oben verteilen? So viele Lungenkrankheiten, auch COPD genannt, gab es vor 20 Jahren nicht! Es sollten weniger sein,so sauber wie die Luft ist.
n	"RT @name: Man kann echt nur hoffen das es bald knallt damit uns wenigstens die ältere Generation zur Seite steht , von der Gehirngewaschenen Jugend brauchen wir nix zu erwarten oder wie sehr ihr das 🤔
."
n	RT @name: Man kann nur hoffen, dass es noch nicht zu spät ist! http://
n	"RT @name: Man muss die Ursachen bekämpfen.
Einwohner südlicher Länder wissen: wenn man Ameisen im Haus hat, ist es wichtig, als erstes den Honigtopf zu schliessen #Fabelwissen http://"
n	RT @name: Mann (28) am U-Bahnhof Rathaus Neukölln niedergestochen http://
n	RT @name: Mannheim: Jugendliche attackieren Polizisten auf Weihnachtsmarkt - WELT / http://
n	RT @name: Matt Damon hat das »Verbrechen« begangen, im einem Zeitalter der hysterischen Hyperempörung ein Quentchen Vernunft in die Debatte zu bringen. Social Justice Warriors drehen am Rad und wollen seine Karriere zu Tode shitstormen. http://
n	"RT @name: Meine deutschen Freunde sind faßt auf 0 gefallen - sie verstehen mich nicht.
Meine Verwandten haben mich aus dem Familienkreis ausgeschlossen.
Das ist der Preis, den ein Deutscher für seine politische Einstellung zahlen muß. http://"
n	"RT @name: Meine Friseuse sagte gerade zu mir: ""Hunderttausende mit falschen Papieren hier. Da kommt noch einiges auf uns zu."" Wieso begreift die Bundesregierung nicht, was eine Friseuse mit sicherem Instinkt weiß?"
n	RT @name: Merkel zählt beim #CSUPT17 so viele deutsche Probleme auf (Ärztemangel, fehlende Wohnungen etc.), dass ich glatt noch mal nachgeschaut habe, wer die letzten 12 Jahre regiert hat.
n	"RT @name: Merkels Flüchtlingsquoten spalten Europa: Der Riss zwischen Ost und West vertieft sich wegen dieser Alleingänge.
http://"
n	"RT @name: Mich beschleicht das Gefühl das hier einige sind die Streit unter uns aufrichtigen Kämpfern für Deutschland verbreiten
AN EUCH
Wir lassen uns nicht aufwiegeln gegeneinander
Wir stehen für Deutschland wie eine Wand http://"
n	RT @name: Mich wundert es, dass auf die unendlich dümmlichen Outputs dieser Dame überhaupt  noch irgendjemand reagiert - sie klammert sich doch damit von jeglicher Intelligenz aus.... http://
n	RT @name: Militante Islamisten morden, foltern und terrorisieren die jüdische Zivilbevölkerung Frankreichs. So konzentriert und ehrlich habe ich das im ÖR noch nie gehört.
n	RT @name: Mit diesem wunderschönen Lied wünschen wir schonmal #FroheWeihnachten.  #EsgibtkeineIslamisierung http://
n	RT @name: Mit ihrer einsamen und vermutlich rechtswidrigen Entscheidung, die Grenze auf- und nicht wieder zuzumachen, hat Merkel bislang des Bürgers Geld in Höhe von insgesamt ca. 900 Mrd Euro ausgegeben, rechnet dieser Artikel nach. http://
n	"RT @name: Mit unserem Steuergeld werden Islamofaschisten finanziert.
http://"
n	RT @name: Mitmachen: Spenden! Und dann retweeten. Danke! http://
n	RT @name: Moralischer Imperialismus. Anderen Ländern eine Aufnahme von Menschen aufzuzwingen, die ein kaum beherrschbares Risiko für die Staaten darstellt, ist pseudomoralischer Imperialismus, der den europäischen Zusammenhalt massiv gefährdet. http:// via @news
n	RT @name: Morddrohungen von #muslimischer Community verstoßen nicht gegen die Gemeinschaftsstandards von #Facebook http://
n	RT @name: Muslime: Der Hass vergiftet die Kinder... http://
n	RT @name: München: Mehrere Straftaten in wenigen Stunden begangen / Bundespolizei nimmt Somalier zweimal an einem Tag fest http:// #ots
n	"RT @name: Nach #Jerusalem-Entscheid: Erdogan befürchtet ""Operationen gegen islamische Welt"" und schickt Botschaft an Muslime http://

#Erdogan ruft #Muslime zum Widerstand auf! Ihr wisst wieviel Türken in D ihren Erdogan unterstützen, das ist sehr gefährlich!

#AfD"
n	RT @name: Nach den ersten Debatten im Bundestag ziehe ich den Hut vor unseren #AfD MdBs. Schade, dass Eure tollen Beiträge von @name @news und den anderen so toll neutralen Sendern verschwiegen werden. @AfD @name
n	"RT @name: Nach Tod eines vermögenden Geschäftsmanns: Streit um Millionen-Testament: Bruder will Erbe an Flüchtlingsverein verhindern http://

#AfD"
