label	text
n	Achja weil es da auch so viele Frauenrechte im allgemeinen gab :D
n	f878c80d1270bf5d da sahen die Frauen noch aus wie Frauen und bei den Männern das gleiche
n	Da könnt ihr erzählen was ihr wollt das war eine schöne Zeit wäre der Erste Weltkrieg nicht passiert beziehungsweise hätten sie ihn uns nicht aufs Auge gedrückt wäre der zweite auch nicht passiert vielleicht wären wir dann heute eine moderne Monarchie mit dem Kaiser der zu seinem deutschen Volk steht das wäre glaube ich wunderschön :-)
n	TRÄUM..TRÄUM...TRÄUM...;-) !!!.....schluuuchz! ;-(.........!!!
n	Also wie in Deutschland
n	Ist doch in Deutschland nicht anders.
n	Was bringt es sowas zu vertuschen?
	Macht doch alles nur schlimmer wo ist der sinn....
n	Es ist überall das selbe früher War Indonesien auch Christlich und heute sind Sie in der Minderheit nur lslamismus und das passiert mit Europa auch wenn unsere Politiker und Gutmenschen nicht endlich wach werden
n	Sauerei....???
n	Bin ja richtig froh, das nicht nur wir deutschen fuer dumm verkauft werden ......
n	na was solls ist doch bei uns genauso
n	Das ist doch schon immer so. Vor über 20 Jahren wurden die Zahlen der ausländischen Verbrecher schon geschönt!
n	Bei uns in bedeutet der Code Männer mit Dunkler Hauttyp
n	erzählt doch mal was neues
n	Genau das gleiche auch in Deutschland
n	die sind ja genauso doof,,es kommt doch irgendwann raus
n	Ist doch hier genauso ...100 pro
n	durch diesen flüchtlings-strom hatt europa angst dass es zu grunde geht und deshalb wierd alles verschwiegen.es sind unsere politiker die alles verschweigen und vertuschen wollen,doch die wahrheit kommt trotzdem ans licht
n	Überall werden die Bürger nur noch verdummt! Wie bei der Massenarbeitslosigkeit in Deutschland! Viele denken tatsächlich die Arbeitslosigkeit ist deutlich zurückgegangen da nur ca. 3 Millionen öffentlich dargestellt werden! Schätzungen liegen heute bei über 10 Millionen Arbeitssuchende allein in Deutschland! Sogar offiziell haben wir ja schon knapp 8 Millionen Hartz IV Empfänger! Jetzt sind noch über eine Millionen Zuwanderer dazu gekommen! Aber die offizielle Arbeitslosenstatistik bleibt seit Monaten fast gleich! Die über 1 Millionen Neubürger sind ja nun auch arbeitslos!
n	Das ist wohl eine EU Order.... willkommen im Club
n	Wenn das war wäre,
n	wäre es ein perfecktes Beispiel dafür, wie der Staat die Informationen über die Flüchtlingssituation deckelt. Da hilft dann auch die Pressefreiheit nicht mehr viel. Mit Transparenz hat das auf jeden Fall nichts mehr zu tun.
n	Wir können an dieser Stelle nur hoffen, das es bei uns hier nicht genau so abläuft.
n	nicht nur da werden sie belogen was das angeht. Wenn Sie überall die Wahrheit sagen würden was das angeht hätten die wirtschaftsflüchtlinge nicht mehr viel zu lachen.
n	Wenn wundert es? In Deutschland ist es ja genau das gleiche.
n	schau schau - die NWO wirkt auch dort !
n	Ist doch bei uns nicht anders, diese Drecksmedien schweigen oder lügen was das Zeug hält.
n	sind Politiker in einem weltweiten Verbrecher syndikat
n	wird das Volk in jedem Land nur noch belogen
n	warum sollte es in Schweden anders sein als bei uns?
n	Ist der Unterschied zwischen schwedischer und deutscher Berichterstattung so groß?
n	Trau nur Dr Statistik,  die du selbst gefälscht hast
n	Wie bei uns
n	Ist das hier anderes ?
n	Hallo? Wieso Schweden? Ist es nicht auch hier langsam mal erwiesen bewiesen, das wir nur verscheissert werden, bzw eigentlich ja schon vor dem ganzen Mist
n	Lasst taten sprechen !!!
	Bitte weiter Teilen .
	Wir müssen unser Land selbst in die Hand nehmen wenn die es in Berlin nicht schaffen.
	https://www.facebook.com/events/781160761986029/
n	hauptsache so viele möchtegern fachwörter in den text hauen, damit keiner merkt was für ein nichtssagender quatsch der text ist. das passiert also wenn ein nazi den duden liest
n	Wo ist Ihren Patriotismus? In welchem Land sind Sie? Deutschland ist nicht mehr die alten deutschen? schreit Geschichte
n	Ach 37d813768f3b4f07, alter Fascho! Heut schon nen Asylheim abgefackelt? Viel Spaß als einziger Gast auf deiner Demo
n	so so !
n	Glauben versetzt Berge, oder
n	Merkel wird sich dies Jahr auch noch 180 Grad drehen und sich dann 2017 Wiederwählen lassen und dann hat Sie 4 Jahre Zeit ihr Unwesen weiter zu treiben ........ Und ich Wette das Volk fällt auf IM Erika rein .
n	Danke an die Regierung für die Spaltung der Gesellschaft, der Krieg hat begonnen, let's go...
n	vor allen Dingen wird Merkel das Ausländerwahlrecht einführen und somit kann sie wieder gewählt werden.Und dann sind wir die Arbeiter für die hier umsonst lebenden Ausländer.Wir müssen radikal etwas verändern sonst sind wir verloren.
n	Wie sieht diese so richtig gegen die Wand fahren denn aus?
n	Aus aus aus wir schaffen das nicht mehr / ich habe immer noch Sylvester vor Augen. Ich kann verzeihen aber nicht vergessen.
n	Wo ist Ihren Patriotismus? In welchem Land sind Sie? Deutschland ist nicht mehr die alten deutschen? schreit Geschichte
n	Gabriel wird auch keiner mehr wählen....Niemanden von den Ja sagern da Oben wird man mehr wählen,davon bin ich überzeugt.Es wird hier in Deutschland sehr viel strenger werden.Und müssen.
n	Ja so ist das, es muss erst schlimmer werden bevor es sich bessert
p	Die pisskuh geht vorher
n	das denke ich auch, hoffentlich ist es dann nicht zu spät!
n	ALLE ALTPARTEIEN sind nicht mehr wählbar und total verlogen, WENDEHÄLSE wenn´s brenzlig wird
p	Auf kurz oder lang werden wir  uns selber helfen müssen!Ein Stein reicht um eine Ratte zu erschlagen!
n	"Ach, plärrt ihr jetzt aufeinmal nicht mehr ""Merkel muss weg""? Habt auch ihr es endlich geschnallt das es egal ist wer da oben sitzt, sei es ein Schäuble oder eine Frauke Petry? Die führen nur alle nur Befehle aus, auch die Merkel, die macht auch nur das was ihr gesagt wird."
n	Das fehlte noch, der springt auch nur!!!!!!!!!
n	Lieber Gott im Himmel, wenn es dich gibt, dann erlöse uns von dem übel, nehme Merkel und ihre Vasallen zu dir und lasse sie nie wieder los.
n	Wir haben unsere Entscheidung schon längst getroffen und lassen uns von den Augenwischern nicht mehr verdummen. Deutschland muss wieder mit harter Hand regiert werden. Die Verfassung muss  rigoros geändert werden.
n	Glaubt ihr wirklich das das  wenn wir Wehlen gehe das alles mit rechten Dingen zu geht ??? Die deutschen Politiker meckern das andere Länder beim wählen betrügen!! Und was machen die ??? Betrügen das deutscher Volk !! Das nennt man Landesverrat
n	Ach, ist doch alles kein Problem. :-)
n	Läuft doch...!
	
n	Vielleicht sollten wir noch mehr an den Armen sparen, oder an Pflegekräfte?
n	Ich finde der Steuerzahler sollte mehr zahlen :-) und die alten Menschen brauchen eh nicht mehr so viel :-)... Vielleicht sollten wir unsere Kinder aus den Schulen nehmen? ! Dann haben wir mehr Schlafplätze...
n	Was meint ihr ? :-)
n	Ich wähle Östereich
n	Wo ist Robin Hood???
n	unsere deutschen kinder soldaten.....lach....bleibt bei mutti oder hättet ihr mal aufgepaßt in der schule.....echt n,witz....deutsche armee......da haben es die muppet,s aber leicht ...mit euch...kindergarten
n	Da müssen sie ein Eid auf die Fahne ablegen , wenn ein Bürger so etwas macht ist er ein Rechter (Nazi) !  Sorry habe ich was missverstanden ?
n	"Sowas hat der gesagt ? Respekt!  Da haben sich die politischen ""Eliten"" aber mächtig zurück entwickelt."
n	Kann man mal den Jan Böhmermann auf seiner Facebook Seite mitteilen, dass er ein Idiot ist, der von der ZDF Lügenpresse finanziert wird. http://www.oe24.at/.../Shitstorm-All-Felix.../221521487
n	Die Bundestagsabgeordneten müssen von ihrer nicht wahrgenommenen Fürsorgepflicht für unsere Soldaten entbunden werden. Dann sind strafrechtliche Konsequenzen einzuführen,wer Wehrkraftzersetzung betreibt in dem  der Bundeswehr Personal und technisches gebrauchsfähiges Gerät vorenthält.
n	Das sollten sich ne menge Leute auf die Fahne schreiben!!!
n	Das gehört zu Deutschland....
n	Bin mal gespannt wann das bei uns passiert
n	das wird - wenn die Invasion heuer nicht sofort gestoppt wird - auch in deutschland und Österreich zum Alltag gehören...von Polizei oder Politik ist keine Hilfe zu erwarten....
n	Na dann lass sie mal kommen ..ich verspreche euch ich werfe nicht mit Fahrradschläuchen.....
p	Paar Monate.Dann müssen wir um unser Hab und Gut kämpfen.Zeit zur Revolution. Danke vielen Dank an unsere verschissene Dreckspolitik. Freickreich und die anderen Ländern werden uns danken für diese Merkelpolitik.
n	In der Bild: Nazis stürmen aus dem Haus und greifen friedliche Demonstranten an
n	Was war denn dort los, weiß das jemand? oO
n	Werde mir auch schon mal einiges zur Selbstverteidigung zulegen!
n	Zuerst hätte ich die Alte ins Haus getragen, dann wäre Achterbahn gewesen. Lasst sie kommen. Wer um Regen bettelt muss auch den Matsch verkraften
n	Die können froh sein das seine Frau ihn zurück gehalten hat,  der hätte bestimmt 3-4 von denen zerlegt.
n	Na das haben wir doch hier auch schon
n	Da helfen nur noch die Freunde der Smith und der Wesson und der Walther und die bringen auch noch viele kleine Freunde mit. Bald haben wir wieder das Faustrecht, weil uns der Staat nicht beschützen kann oder will.  Bin noch unentschlossen welcher der beiden Gründe es ist...
n	Die sollen kommen. Zu der damaligen Zeit waren drei Wehrmächte nötig uns Deutschen zu stoppen.
n	wenn die neuen Nachbarn kommen zum rauchen
n	oje ...ich bekomme angst...echt jetzt...!!!
n	Nur ne frage der Zeit bis wir solche Bilder bei uns auch sehen.bald sehr bald......
n	Alle raus mit den die habeen null intresee an unseerer kultur
n	c9b74cf81d8d1b2e einfach so vielen wie möglich aufs maul hauen
n	Eine Vorschau!
n	Der Typ mit dem knicker ?
hs	Wer das bei mir versucht, bekommt sowas von auf die Fresse, dass er hinterher nicht mal mehr ne Pflegestufe braucht!
n	Italien und Griechenland genau das selbe.
p	Das sollen die hier mal versuchen,da wird zum sammeln geblasen,dann gibt es richtig auf die fresse !!
n	aus mit friede freud und eierkuchen   tolle aussichten
n	Genauso träume ich fast jede Nacht ? Meine aller größten Ängste werden wahr
n	Armlängenmessgerät und Wumme liegen parat?
n	"Linke, die nur durch den Staat gut alimentiert sind, wollen auch noch an diejenigen, welche Ihnen erst die Alimentation ermöglichen! Und natürlich sind auch ""unverstandene"", ""benötigte"" Fachkräfte mit von der Partie, oder wollen sie die Gelegenheit für ""taharrush gamea"" nutzen?"
n	ich erinnere mich an zeiten da waren wir deutschen die ,die bei den franzosen rumrandaliert haben ....naja
n	Wo ist Polizei? Gde Policia?
n	Wo sind die Nachbarn?
n	Krass
n	Sprachlos ?
n	Bereitet euch vor ist unser Nachbar bald auch bei uns
n	Jetzt sind es auch unsere Freunde, was können wir stolz sein auf Mutti
n	Der Krieg hat begonnen...
n	die  antifa's sind doch so friedlich nein?
n	Zum kotzen!! bald wird es Alltag bei uns sein. Oder ist schon bloss wird verheimlicht.
n	"Zitat eines Österreichisch-Deutschen Politikers: ""Ich glaube nicht das die Gegner die damals noch gelacht haben, heute auch noch lachen"" Es wird auf unserem Kontinent zu einem gewaltigem Knall kommen, es gibt noch Völker in Europa die nicht so geduldig wie wir sind. Ich kann es leider gesagt kaum erwarten!!!!"
n	Solche dürfen dann gern mal Herrn Maas und Frau Merkel zu Hause besuchen.
n	Wir müssen uns bewaffnen. Fahradschläuche sind keine lösung!
n	Danke Frau Merkel wir schaffen das, unsere Bürger werden ihr Leben , Hab und Gut selber verteidigen müßen so weit sind wir durch ihre verfehlte Politik gekommen. Bei der nächsten Wahl einfach mal Gehirn einschalten und dann wählen!!!!!!!!!!
n	Die Sache ist ja die,  nur gemeinsam sind wir stark.  Darum macht bei der nächsten Wahl das Kreuz an der richtigen Stelle.
n	am besten man fängt nun langsam an sich zu bewaffnen........
n	Das sollte für die sogenannten GUTMENSCHEN Pflichtlektüre sein damit die sehen was IM ERIKA angerichtet hat denn das kommt auch zu uns da könnt ihr sicher sein
p	Unser Eltern und Großeltern haben für dieses Land gekämpft,sind verwundet worden oder dafür gestorben. Lasst uns auch dafür Kämpfen damit das leiden unseren (Gross)Eltern nicht umsonst war. Dieses Gesindel bekommt dieses Land,die Kultur,den Glauben nicht.Beschimpft mich als Nazi,aber das ist Geschichte und Zukunft zugleich.
n	oh mann überall so ne scheisse oh mann
n	Sie hatten ein Gewehr, ich hätte es benutzt !!!!!
p	97ad6f02b6697407 ich wer total Amok gelaufen jeden abgestochen von den Feigen Pissern nur in der Gruppe stark in Frankreich knallt es auch bald
n	die volksbewaffnung sollte schleunigst vorangetrieben werden
n	Zum Kotzen...
n	Es wird nur noch schlimmer so lange die Volksveräter an der macht sind
n	Das größte Problem ist es die Leute zur Verteidigung zu sammeln. Wenn die Franzmänner auch 50 Leute gewesen wären, aber die Ausländis und Linksidis sind ja immer in der Überzahl. Das macht mir echt Angst.
n	Kann nicht einer das schöne Moped woanders hinstellen ?
hs	Sofort Genickschuss
n	Also tut mir leid, aber das Häuschen schaut mir nicht wie eines meiner Nachbarn aus und die Leute haben mit denen auch wenig Ähnlichkeit! Wäre doch interessant um was es bei der Sache wirklich ging!
n	Sieht aus wie ein Zombie Film :) Wußte nicht, dass es Realität werden könnte.
n	Hoffentlich trifft es dann nur Gutmenschen, denen die Grenzen nach wie vor nicht offen genug sein können.
n	Ich verstehe die Sprache nicht, aber vielleicht sind es ja Nazis und haben den streit provoziert. Die anderen Häuser werden ja in Ruhe gelassen.
n	6d11a40ef222a6ac krass
n	genau das haben wir noch vor uns !!!
n	Bereitet Euch schon mal vor
n	Der Blade mit der Schrotflinte is lustig, abdrücken muss man auch
n	MultiKulti gar in Deutschland gar nicht funktionieren, weil unsere heisigen linken Parteien Antideutsches Gedankengut pflegen und Ausländer bevorteilt unterstützen, schließlich ist es vielen willkommen Deutschland seine komplette Identität zu nehmen, um dann zu siegen. Viele Südländer/Araber neigen dazu links zu wählen, das ist dann das Ende.
n	Tja wir müssen uns verteitigen und wenn mir einer an mein Hab und Gut oder an meine Wäsche will dann muss er mit Gegenwehr rechnen!!!
n	Schrecklich
n	Wie lange noch, wie lange...
n	Ja die werden sich bei Der Merkelbande auch noch bedanken nicht nur die deutschen ganz Europa wegen der CDU /CSU SPD UND GRÜNEN
n	Geht Garnicht... Würde gerne mehr auch über die Vorgeschichte wissen , bleibt mal bitte dran an dem Thema ;)
n	ab Punkt 6 lesen - dann wissen wir, was uns bevorsteht.
	
n	http://pfiffikus.biz/2015/12/15/tet-take-two/3/
p	Die sollen kommen jeder der mir und meiner fam was antuhen will hat noch am selben tag pflegestufe 5
n	Wirklich traurig, die hängen Plakate auf und müssen Angst haben. Soweit sind wir jetzt in Deutschland. Afd macht weiter ?
n	Und de Amis freut es wenn die Heuschrecken Europa klein machen und die Wirtschaft Schwächen, mit de Russen hat es ja nicht geklappt.
n	wo ist bei diesem mordversuch der aufschrei der presse und der rundfunkanstalten?
p	Selbst wenn die ersten Toten der politischen Mitte auf der Straße liegen werden die Presseleute der Lügenpresse schweigen ! Politischer Auftrag, schätze ich. Merkle, Maas, Gabriel etc. gehen für ihre Politikerdiäten und -pensionen auch über Leichen, oder glaubt jemand, dass die plötzlich Skrupel bekommen. Die wollen den absoluten Sozialismus, wie Pol Pot, Mao, Stalin etc. und es wird ähnlich verlaufen. Was sollen sie denn machen ? Es wird auch nicht ohne Umerziehungslager gehen, die müssen im Sozialismus sein, ist Grundlage der Ideologie.
n	Das fängt ja an wie 1918 als die Straßenkämpfe um die Macht begannen !
n	2880cbec2b70e37c das meinte ich ?
n	Der blanke Wahnsinn und die staatlichen Medien schweigen, die breite Masse auch- Angst. Armes Deutschland was passiert hier gerade?
n	was die merkel doch aus recht und freiheit macht.....genau das gegenteil.....weg mit der regierung....DIE AFD WIRD SIEGEN
n	Bin mir sicher im Auftrag der Regierung denn zum ersten weis Merkel aus ihrer DDR Zeit wie politische Gegner bekämpt werden und wer ein gesundes Land mutwillig in den Untergang führt schreckt auch vor Mord nicht zurück.
n	Unglaublich.....
n	Willkommen  im Jahre 1933
n	Sicher wieder ein Anschlag von Links- Grünen in Auftrag gegeben. So sind sie halt, die Diktatoren in Berlin. Wird Zeit, dass sich die Zeiten rasch ändern.
n	und der Herr Maas duckt sich weg  hatte doch indirekt dazu ermuntert mit Bürger stellt euch in den Weg  Antifa macht das jetzt  und wird dafür noch bezahlt  sein Nachwuchs soll auch dabei sein
